focal_class,scene,cluster
bed,002008_2014-06-24_16-25-50_260595134347_rgbf000058-resize,0
bed,002009_2014-06-24_16-26-17_260595134347_rgbf000044-resize,0
bed,002011_2014-06-24_16-26-54_260595134347_rgbf000041-resize,0
bed,002012_2014-06-24_16-27-40_260595134347_rgbf000090-resize,0
bed,002013_2014-06-24_16-28-09_260595134347_rgbf000058-resize,0
bed,002014_2014-06-24_16-28-25_260595134347_rgbf000035-resize,3
bed,002015_2014-06-24_16-28-36_260595134347_rgbf000044-resize,3
bed,002017_2014-06-24_16-29-45_260595134347_rgbf000034-resize,0
bed,002018_2014-06-24_16-29-58_260595134347_rgbf000051-resize,0
bed,002026_2014-06-24_16-33-14_260595134347_rgbf000077-resize,3
bed,002027_2014-06-24_16-35-40_260595134347_rgbf000051-resize,9
bed,002028_2014-06-24_16-36-00_260595134347_rgbf000040-resize,3
bed,002029_2014-06-24_16-36-23_260595134347_rgbf000034-resize,0
bed,002030_2014-06-24_16-36-42_260595134347_rgbf000041-resize,3
bed,002031_2014-06-24_16-36-56_260595134347_rgbf000030-resize,3
bed,002032_2014-06-24_16-37-12_260595134347_rgbf000046-resize,0
bed,002033_2014-06-24_20-19-48_260595134347_rgbf000090-resize,0
bed,002034_2014-06-24_20-20-13_260595134347_rgbf000091-resize,0
bed,002035_2014-06-24_20-20-41_260595134347_rgbf000102-resize,0
bed,002037_2014-06-24_20-21-35_260595134347_rgbf000033-resize,0
bed,002038_2014-06-24_20-21-59_260595134347_rgbf000131-resize,5
bed,002039_2014-06-24_20-22-38_260595134347_rgbf000084-resize,0
bed,002040_2014-06-24_20-22-52_260595134347_rgbf000075-resize,0
bed,002053_2014-06-24_20-58-45_260595134347_rgbf000083-resize,0
bed,002054_2014-06-24_20-59-05_260595134347_rgbf000058-resize,0
bed,002057_2014-06-24_21-00-13_260595134347_rgbf000120-resize,0
bed,002073_2014-06-24_21-51-42_260595134347_rgbf000158-resize,0
bed,002082_2014-06-25_19-41-09_260595134347_rgbf000145-resize,0
bed,002083_2014-06-25_19-41-27_260595134347_rgbf000145-resize,0
bed,002085_2014-06-25_19-42-23_260595134347_rgbf000201-resize,0
bed,002128_2014-06-25_21-10-29_260595134347_rgbf000088-resize,0
bed,002129_2014-06-25_21-11-05_260595134347_rgbf000089-resize,0
bed,002130_2014-06-25_21-11-34_260595134347_rgbf000093-resize,0
bed,002135_2014-06-25_21-17-43_260595134347_rgbf000087-resize,0
bed,002136_2014-06-25_21-18-03_260595134347_rgbf000109-resize,0
bed,002137_2014-06-25_21-18-19_260595134347_rgbf000081-resize,0
bed,002138_2014-06-25_21-18-40_260595134347_rgbf000110-resize,0
bed,002155_2014-06-27_23-53-55_260595134347_rgbf000209-resize,0
bed,002156_2014-06-27_23-54-19_260595134347_rgbf000104-resize,0
bed,002157_2014-06-27_23-54-44_260595134347_rgbf000085-resize,0
bed,002162_2014-06-27_23-56-21_260595134347_rgbf000127-resize,0
bed,002166_2014-06-28_18-27-47_260595134347_rgbf000052-resize,0
bed,002168_2014-06-28_18-28-57_260595134347_rgbf000123-resize,0
bed,002169_2014-06-28_18-29-19_260595134347_rgbf000028-resize,3
bed,002170_2014-06-26_19-46-56_260595134347_rgbf000082-resize,0
bed,002179_2014-06-28_18-29-32_260595134347_rgbf000029-resize,1
bed,002180_2014-06-28_18-29-44_260595134347_rgbf000028-resize,1
bed,002182_2014-06-28_18-30-04_260595134347_rgbf000026-resize,1
bed,002183_2014-06-28_18-30-15_260595134347_rgbf000038-resize,1
bed,002184_2014-06-28_18-30-27_260595134347_rgbf000057-resize,7
bed,002185_2014-06-28_18-30-41_260595134347_rgbf000057-resize,1
bed,002186_2014-06-28_18-30-52_260595134347_rgbf000064-resize,1
bed,002187_2014-06-28_18-31-02_260595134347_rgbf000038-resize,7
bed,002188_2014-06-28_18-31-19_260595134347_rgbf000060-resize,1
bed,002189_2014-06-28_18-31-30_260595134347_rgbf000057-resize,7
bed,002190_2014-06-28_18-31-40_260595134347_rgbf000058-resize,1
bed,002191_2014-06-28_18-31-51_260595134347_rgbf000115-resize,1
bed,002192_2014-06-28_18-32-10_260595134347_rgbf000029-resize,1
bed,002193_2014-06-28_18-32-21_260595134347_rgbf000062-resize,1
bed,002194_2014-06-28_18-32-37_260595134347_rgbf000077-resize,1
bed,002195_2014-06-28_18-32-48_260595134347_rgbf000039-resize,1
bed,002196_2014-06-28_18-33-04_260595134347_rgbf000168-resize,2
bed,002197_2014-06-28_18-33-20_260595134347_rgbf000039-resize,1
bed,002198_2014-06-28_18-33-30_260595134347_rgbf000076-resize,1
bed,002199_2014-06-28_18-33-56_260595134347_rgbf000074-resize,1
bed,002200_2014-06-28_18-34-07_260595134347_rgbf000081-resize,7
bed,002201_2014-06-28_18-34-22_260595134347_rgbf000051-resize,7
bed,002202_2014-06-28_18-34-39_260595134347_rgbf000116-resize,2
bed,002203_2014-06-28_18-34-51_260595134347_rgbf000029-resize,1
bed,002204_2014-06-28_18-35-03_260595134347_rgbf000092-resize,1
bed,002205_2014-06-28_18-35-14_260595134347_rgbf000064-resize,1
bed,002206_2014-06-28_18-35-33_260595134347_rgbf000122-resize,2
bed,002207_2014-06-28_18-35-46_260595134347_rgbf000035-resize,1
bed,002208_2014-06-28_18-36-00_260595134347_rgbf000025-resize,1
bed,002209_2014-06-28_18-36-10_260595134347_rgbf000051-resize,2
bed,002210_2014-06-28_18-36-27_260595134347_rgbf000050-resize,1
bed,002211_2014-06-28_18-36-39_260595134347_rgbf000053-resize,0
bed,002212_2014-06-28_18-36-48_260595134347_rgbf000055-resize,1
bed,002213_2014-06-28_18-37-58_260595134347_rgbf000055-resize,2
bed,002214_2014-06-28_18-38-11_260595134347_rgbf000080-resize,7
bed,002215_2014-06-28_18-38-21_260595134347_rgbf000102-resize,7
bed,002216_2014-06-28_18-38-31_260595134347_rgbf000035-resize,1
bed,002217_2014-06-28_18-38-45_260595134347_rgbf000038-resize,1
bed,002218_2014-06-28_18-38-57_260595134347_rgbf000064-resize,7
bed,002219_2014-06-28_18-39-05_260595134347_rgbf000062-resize,1
bed,002220_2014-06-28_18-39-16_260595134347_rgbf000029-resize,1
bed,002221_2014-06-28_18-39-26_260595134347_rgbf000038-resize,1
bed,002222_2014-06-28_18-39-52_260595134347_rgbf000065-resize,1
bed,002223_2014-06-28_18-40-01_260595134347_rgbf000051-resize,1
bed,002225_2014-06-28_18-40-22_260595134347_rgbf000030-resize,1
bed,002226_2014-06-28_18-40-36_260595134347_rgbf000058-resize,1
bed,002227_2014-06-28_18-40-45_260595134347_rgbf000055-resize,1
bed,002228_2014-06-28_18-40-53_260595134347_rgbf000028-resize,7
bed,002229_2014-06-28_18-41-08_260595134347_rgbf000082-resize,7
bed,002230_2014-06-28_18-41-17_260595134347_rgbf000072-resize,1
bed,002231_2014-06-28_18-41-27_260595134347_rgbf000033-resize,1
bed,002232_2014-06-28_18-41-35_260595134347_rgbf000035-resize,1
bed,002233_2014-06-28_18-41-46_260595134347_rgbf000036-resize,1
bed,002234_2014-06-28_18-41-57_260595134347_rgbf000073-resize,1
bed,002235_2014-06-28_18-42-13_260595134347_rgbf000074-resize,1
bed,002236_2014-06-28_18-42-28_260595134347_rgbf000036-resize,1
bed,002237_2014-06-28_18-42-37_260595134347_rgbf000058-resize,1
bed,002238_2014-06-28_18-42-47_260595134347_rgbf000098-resize,1
bed,002239_2014-06-28_18-43-01_260595134347_rgbf000088-resize,1
bed,002240_2014-06-28_18-43-12_260595134347_rgbf000030-resize,7
bed,002241_2014-06-28_18-43-23_260595134347_rgbf000095-resize,7
bed,002242_2014-06-28_18-43-39_260595134347_rgbf000028-resize,1
bed,002243_2014-06-28_18-43-46_260595134347_rgbf000028-resize,1
bed,002244_2014-06-28_18-43-58_260595134347_rgbf000074-resize,1
bed,002247_2014-06-28_18-44-46_260595134347_rgbf000037-resize,1
bed,002248_2014-06-28_18-45-26_260595134347_rgbf000046-resize,3
bed,002249_2014-06-28_18-45-35_260595134347_rgbf000046-resize,1
bed,002250_2014-06-28_18-45-47_260595134347_rgbf000049-resize,1
bed,002251_2014-06-28_18-45-56_260595134347_rgbf000024-resize,7
bed,002252_2014-06-28_18-46-21_260595134347_rgbf000027-resize,1
bed,002253_2014-06-28_18-46-32_260595134347_rgbf000031-resize,2
bed,002254_2014-06-28_18-47-09_260595134347_rgbf000043-resize,1
bed,002255_2014-06-28_18-47-26_260595134347_rgbf000062-resize,1
bed,002302_2014-06-28_19-55-08_260595134347_rgbf000074-resize,1
bed,002303_2014-06-28_19-55-24_260595134347_rgbf000073-resize,0
bed,002304_2014-06-28_19-55-58_260595134347_rgbf000073-resize,1
bed,002305_2014-06-28_19-56-50_260595134347_rgbf000102-resize,2
bed,002306_2014-06-28_19-57-06_260595134347_rgbf000062-resize,1
bed,002307_2014-06-28_19-57-17_260595134347_rgbf000106-resize,1
bed,002311_2014-06-28_19-58-09_260595134347_rgbf000153-resize,2
bed,002312_2014-06-28_19-58-29_260595134347_rgbf000084-resize,9
bed,002313_2014-06-28_19-58-48_260595134347_rgbf000042-resize,2
bed,002316_2014-06-28_19-59-59_260595134347_rgbf000048-resize,2
bed,002318_2014-06-28_20-00-21_260595134347_rgbf000081-resize,2
bed,002328_2014-06-28_20-02-49_260595134347_rgbf000044-resize,2
bed,0023802-000797747832,0
bed,002381_2014-06-28_20-15-26_260595134347_rgbf000027-resize,2
bed,002382_2014-06-28_20-15-35_260595134347_rgbf000046-resize,2
bed,002383_2014-06-28_20-15-45_260595134347_rgbf000079-resize,2
bed,002384_2014-06-28_20-15-56_260595134347_rgbf000052-resize,2
bed,002385_2014-06-28_20-16-07_260595134347_rgbf000099-resize,2
bed,002386_2014-06-28_20-16-19_260595134347_rgbf000113-resize,2
bed,002387_2014-06-28_20-16-44_260595134347_rgbf000033-resize,0
bed,002388_2014-06-28_20-16-54_260595134347_rgbf000028-resize,2
bed,002390_2014-06-28_20-19-09_260595134347_rgbf000052-resize,0
bed,002391_2014-06-28_20-19-18_260595134347_rgbf000035-resize,2
bed,002392_2014-06-28_20-19-30_260595134347_rgbf000089-resize,2
bed,002393_2014-06-28_20-19-46_260595134347_rgbf000049-resize,2
bed,002394_2014-06-28_20-19-55_260595134347_rgbf000120-resize,2
bed,002395_2014-06-28_20-20-10_260595134347_rgbf000053-resize,2
bed,002396_2014-06-28_20-20-31_260595134347_rgbf000072-resize,2
bed,002397_2014-06-28_20-20-43_260595134347_rgbf000027-resize,2
bed,002398_2014-06-28_20-20-51_260595134347_rgbf000030-resize,2
bed,002399_2014-06-28_20-21-00_260595134347_rgbf000055-resize,2
bed,002400_2014-06-28_20-21-28_260595134347_rgbf000021-resize,2
bed,002401_2014-06-28_20-21-36_260595134347_rgbf000085-resize,2
bed,002402_2014-06-28_20-21-52_260595134347_rgbf000023-resize,2
bed,002403_2014-06-28_20-22-02_260595134347_rgbf000045-resize,2
bed,002404_2014-06-28_20-22-12_260595134347_rgbf000047-resize,2
bed,002405_2014-06-28_20-22-31_260595134347_rgbf000078-resize,2
bed,002406_2014-06-28_20-22-44_260595134347_rgbf000032-resize,2
bed,002407_2014-06-28_20-22-56_260595134347_rgbf000036-resize,2
bed,002408_2014-06-28_20-23-16_260595134347_rgbf000045-resize,2
bed,002410_2014-06-28_20-23-44_260595134347_rgbf000032-resize,2
bed,002411_2014-06-28_20-24-01_260595134347_rgbf000052-resize,1
bed,002412_2014-06-28_20-24-15_260595134347_rgbf000150-resize,7
bed,002413_2014-06-28_20-24-38_260595134347_rgbf000067-resize,9
bed,002414_2014-06-28_20-24-58_260595134347_rgbf000067-resize,9
bed,002415_2014-06-28_20-25-08_260595134347_rgbf000075-resize,0
bed,0024185-000810584460,0
bed,002420_2014-06-28_20-26-12_260595134347_rgbf000030-resize,9
bed,002422_2014-06-28_20-26-33_260595134347_rgbf000063-resize,9
bed,002423_2014-06-28_20-26-54_260595134347_rgbf000141-resize,1
bed,002425_2014-06-28_20-27-29_260595134347_rgbf000031-resize,9
bed,002426_2014-06-28_20-27-43_260595134347_rgbf000036-resize,9
bed,002431_2014-06-28_20-29-17_260595134347_rgbf000029-resize,2
bed,002434_2014-06-28_20-30-03_260595134347_rgbf000054-resize,2
bed,002435_2014-06-28_20-30-11_260595134347_rgbf000032-resize,2
bed,002436_2014-06-28_20-30-21_260595134347_rgbf000094-resize,0
bed,002444_2014-06-28_20-32-08_260595134347_rgbf000027-resize,0
bed,002445_2014-06-28_20-32-16_260595134347_rgbf000029-resize,0
bed,002448_2014-06-28_20-32-51_260595134347_rgbf000042-resize,0
bed,002491_2014-05-25_16-27-22_094959634447_rgbf000100-resize,0
bed,002492_2014-05-25_16-28-39_094959634447_rgbf000140-resize,0
bed,002493_2014-05-25_16-31-17_094959634447_rgbf000139-resize,0
bed,002494_2014-05-25_16-49-56_094959634447_rgbf000084-resize,0
bed,002495_2014-05-25_16-50-43_094959634447_rgbf000100-resize,0
bed,002496_2014-05-25_16-51-16_094959634447_rgbf000101-resize,0
bed,002498_2014-05-25_16-53-23_094959634447_rgbf000785-resize,0
bed,002500_2014-05-25_16-57-02_094959634447_rgbf000632-resize,2
bed,002761_2014-06-22_19-12-21_094959634447_rgbf000056-resize,0
bed,002762_2014-06-22_19-12-42_094959634447_rgbf000075-resize,0
bed,002763_2014-06-22_19-13-10_094959634447_rgbf000075-resize,2
bed,002764_2014-06-22_19-13-43_094959634447_rgbf000068-resize,0
bed,002842_2014-05-29_20-37-21_094959634447_rgbf000075-resize,0
bed,002843_2014-05-29_20-37-49_094959634447_rgbf000150-resize,0
bed,002846_2014-05-29_21-05-03_094959634447_rgbf000150-resize,0
bed,002917_2014-06-07_22-24-37_094959634447_rgbf000151-resize,2
bed,002918_2014-06-07_22-26-00_094959634447_rgbf000150-resize,2
bed,002956_2014-06-08_17-35-22_094959634447_rgbf000151-resize,2
bed,002971_2014-06-08_18-12-40_094959634447_rgbf000681-resize,2
bed,002972_2014-06-08_18-19-01_094959634447_rgbf000150-resize,2
bed,002973_2014-06-08_18-19-30_094959634447_rgbf000151-resize,0
bed,002974_2014-06-08_18-20-19_094959634447_rgbf000151-resize,2
bed,002975_2014-06-08_18-26-45_094959634447_rgbf000151-resize,2
bed,002976_2014-06-08_18-27-20_094959634447_rgbf000151-resize,2
bed,002979_2014-06-08_18-31-42_094959634447_rgbf000075-resize,2
bed,002980_2014-06-08_18-35-14_094959634447_rgbf000165-resize,2
bed,002982_2014-06-08_18-37-19_094959634447_rgbf000151-resize,2
bed,002983_2014-06-08_18-38-32_094959634447_rgbf000151-resize,1
bed,002984_2014-06-08_18-39-32_094959634447_rgbf000150-resize,2
bed,002985_2014-06-08_18-40-56_094959634447_rgbf000099-resize,0
bed,002986_2014-06-08_18-41-41_094959634447_rgbf000111-resize,2
bed,002987_2014-06-08_18-48-20_094959634447_rgbf000022-resize,0
bed,002988_2014-06-15_12-24-20_094959634447_rgbf000150-resize,2
bed,002992_2014-06-15_12-29-08_094959634447_rgbf000150-resize,2
bed,003028_2014-06-15_13-21-05_094959634447_rgbf000150-resize,7
bed,003029_2014-06-15_13-21-23_094959634447_rgbf000150-resize,6
bed,003037_2014-06-15_13-28-59_094959634447_rgbf000094-resize,2
bed,003038_2014-06-15_13-29-22_094959634447_rgbf000150-resize,2
bed,003039_2014-06-15_13-29-51_094959634447_rgbf000130-resize,9
bed,003040_2014-06-15_13-35-01_094959634447_rgbf000076-resize,4
bed,003041_2014-06-15_13-35-37_094959634447_rgbf000077-resize,2
bed,003043_2014-06-15_13-36-29_094959634447_rgbf000151-resize,2
bed,003044_2014-06-15_13-36-59_094959634447_rgbf000150-resize,2
bed,003045_2014-06-15_13-37-25_094959634447_rgbf000061-resize,2
bed,003046_2014-06-15_13-37-58_094959634447_rgbf000150-resize,0
bed,003047_2014-06-15_13-49-03_094959634447_rgbf000150-resize,2
bed,003048_2014-06-15_13-49-43_094959634447_rgbf000150-resize,2
bed,003049_2014-06-15_13-50-05_094959634447_rgbf000150-resize,2
bed,003050_2014-06-15_13-50-46_094959634447_rgbf000150-resize,6
bed,003051_2014-06-15_13-51-07_094959634447_rgbf000075-resize,4
bed,003052_2014-06-15_13-53-19_094959634447_rgbf000151-resize,8
bed,003053_2014-06-15_13-53-54_094959634447_rgbf000150-resize,8
bed,003055_2014-06-15_13-56-11_094959634447_rgbf000083-resize,8
bed,003056_2014-06-15_14-01-00_094959634447_rgbf000150-resize,8
bed,003058_2014-06-15_14-02-44_094959634447_rgbf000150-resize,2
bed,003062_2014-06-15_14-51-33_094959634447_rgbf000150-resize,9
bed,003063_2014-06-15_14-52-07_094959634447_rgbf000152-resize,2
bed,003064_2014-06-15_14-52-44_094959634447_rgbf000049-resize,3
bed,003065_2014-06-15_14-54-31_094959634447_rgbf000151-resize,9
bed,003066_2014-06-15_14-55-09_094959634447_rgbf000151-resize,0
bed,003074_2014-06-15_15-04-13_094959634447_rgbf000150-resize,1
bed,003075_2014-06-15_15-05-07_094959634447_rgbf000150-resize,1
bed,003077_2014-06-15_15-07-39_094959634447_rgbf000073-resize,1
bed,003094_2014-06-24_21-02-37_094959634447_rgbf000070-resize,4
bed,003096_2014-06-24_21-03-34_094959634447_rgbf000070-resize,4
bed,003097_2014-06-24_21-03-54_094959634447_rgbf000066-resize,0
bed,003098_2014-06-24_21-04-20_094959634447_rgbf000067-resize,0
bed,003099_2014-06-24_21-04-53_094959634447_rgbf000076-resize,8
bed,003100_2014-06-24_21-05-11_094959634447_rgbf000009-resize,2
bed,003102_2014-06-24_21-05-50_094959634447_rgbf000070-resize,2
bed,003649_2014-05-24_13-58-23_094959634447_rgbf000100-resize,2
bed,003650_2014-05-24_13-58-41_094959634447_rgbf000101-resize,0
bed,003654_2014-05-24_14-01-37_094959634447_rgbf000100-resize,0
bed,003667_2014-05-24_21-12-45_094959634447_rgbf000100-resize,2
bed,003668_2014-05-24_21-13-30_094959634447_rgbf000100-resize,2
bed,003669_2014-05-24_21-13-51_094959634447_rgbf000100-resize,0
bed,003670_2014-05-24_21-14-32_094959634447_rgbf000101-resize,2
bed,003671_2014-05-24_21-14-50_094959634447_rgbf000099-resize,0
bed,003673_2014-05-24_21-15-31_094959634447_rgbf000067-resize,0
bed,003674_2014-05-24_21-16-29_094959634447_rgbf000100-resize,0
bed,003676_2014-05-24_21-17-13_094959634447_rgbf000100-resize,2
bed,003678_2014-05-24_21-17-51_094959634447_rgbf000101-resize,2
bed,003679_2014-05-24_21-18-09_094959634447_rgbf000101-resize,0
bed,003682_2014-05-24_21-19-18_094959634447_rgbf000101-resize,0
bed,2014_10_24-09_33_44-1311000073,0
bed,img_0289,0
bed,img_0294,0
bed,img_0295,0
bed,img_0458,0
bed,img_0567,5
bed,img_0574,5
bed,img_0595,0
bed,img_0626,0
bed,img_0627,0
bed,img_0683,0
bed,img_0684,0
bed,img_0695,0
bed,img_0740,0
bed,img_0741,0
bed,img_0746,0
bed,img_0789,0
bed,img_0790,0
bed,img_0828,3
bed,img_0830,0
monitor,0000003-000000079122,6
monitor,0000004-000000100548,9
monitor,0000005-000000134064,1
monitor,0000005-000000186849,2
monitor,0000005-000000231823,0
monitor,0000007-000000234612,9
monitor,0000128-000005764752,0
monitor,0000153-000006345759,2
monitor,0000158-000005262012,1
monitor,0000200-000006669684,5
monitor,0000217-000007239456,2
monitor,0000239-000010119043,9
monitor,0000252-000008412516,2
monitor,0000306-000010222380,1
monitor,0000315-000014881104,1
monitor,0000355-000011910270,4
monitor,0000414-000017495352,0
monitor,0000425-000019573344,8
monitor,0000445-000018199188,5
monitor,0000461-000015417360,1
monitor,0000486-000016584376,6
monitor,0000513-000022519963,9
monitor,0000538-000024299100,5
monitor,0000556-000023997456,8
monitor,0000568-000019049178,9
monitor,000057_2014-05-14_23-13-06_260595134347_rgbf000413-resize,2
monitor,0000610-000026477640,0
monitor,0000628-000021027656,8
monitor,0000638-000021429231,5
monitor,0000711-000031404492,8
monitor,0000726-000024299100,0
monitor,0000804-000026958954,2
monitor,0000805-000035292348,1
monitor,0000888-000029759756,2
monitor,0000923-000030901752,1
monitor,0000933-000031303543,5
monitor,0000936-000031337460,8
monitor,0000942-000031551680,0
monitor,0000955-000031974264,5
monitor,0000958-000032085167,0
monitor,0000971-000032527503,5
monitor,000098_2014-05-14_21-55-47_260595134347_rgbf000151-resize,2
monitor,0001020-000034163159,0
monitor,0001130-000051332265,2
monitor,0001131-000037918686,2
monitor,0001159-000038811528,0
monitor,0001220-000040856004,3
monitor,0001239-000041492808,1
monitor,000124_2014-04-11_16-41-34_094959634447_rgbf000424-resize,7
monitor,000125_2014-04-11_16-49-33_094959634447_rgbf000310-resize,0
monitor,000126_2014-04-11_16-52-13_094959634447_rgbf000429-resize,0
monitor,000127_2014-04-11_16-55-01_094959634447_rgbf000149-resize,0
monitor,000128_2014-04-11_17-03-40_094959634447_rgbf000180-resize,0
monitor,0001296-000043403220,0
monitor,0001309-000043838928,1
monitor,000136_2014-05-20_17-04-10_260595134347_rgbf000200-resize,0
monitor,000137_2014-05-20_17-04-49_260595134347_rgbf000120-resize,0
monitor,0001428-000047891912,2
monitor,000144_2014-05-20_17-15-53_260595134347_rgbf000151-resize,0
monitor,0001513-000067069320,7
monitor,0001579-000067266612,0
monitor,0001585-000053102468,1
monitor,0001708-000057479940,9
monitor,0001751-000058686516,4
monitor,0001754-000058753548,1
monitor,0001796-000078022459,9
monitor,0001871-000085300366,0
monitor,0001887-000063244692,0
monitor,0001906-000063914611,3
monitor,0001933-000064752912,0
monitor,0001996-000066877544,0
monitor,0002036-000068382926,5
monitor,0002080-000069745939,5
monitor,0002081-000091015209,5
monitor,0002120-000071066010,5
