rank,class,scene_frequency,pct_of_scenes
9258,pendispenser,1,0.01
9259,glouse,1,0.01
9260,drawhandel,1,0.01
9261,lunchbox,1,0.01
9262,aproon,1,0.01
9263,remotewithwire,1,0.01
9264,recordingdevice,1,0.01
9265,conferencetablechair,1,0.01
9266,projectorarm,1,0.01
9267,acventilarot,1,0.01
9268,electriclights,1,0.01
9269,boardcleaner,1,0.01
9270,blindscreens,1,0.01
9271,writtingboard,1,0.01
9272,toasterpven,1,0.01
9273,alram,1,0.01
9274,soaf,1,0.01
9275,laserpreinter,1,0.01
9276,paperseizer,1,0.01
9277,plasticliningbag,1,0.01
9278,xeroxfeeder,1,0.01
9279,lowerdoorglass,1,0.01
9280,lowerwalllining,1,0.01
9281,noticelabel,1,0.01
9282,lcddisplay,1,0.01
9283,xerox,1,0.01
9284,plastictrashbin,1,0.01
9285,hallwayfloorlining,1,0.01
9286,upperdoorgrass,1,0.01
9287,macazine,1,0.01
9288,printmachine,1,0.01
9289,galss,1,0.01
9290,roolingchair,1,0.01
9291,woodwithglasswall,1,0.01
9292,cleaningbottle,1,0.01
9293,bottlecarrier,1,0.01
9294,trouser,1,0.01
9295,oject,1,0.01
9296,ipoddock,1,0.01
9297,wallphotos,1,0.01
9298,decorator,1,0.01
9299,noyice,1,0.01
9300,stationaryself,1,0.01
9301,electricalwiring,1,0.01
9302,brownpaperpacket,1,0.01
9303,ceioling,1,0.01
9304,colunder,1,0.01
9305,pller,1,0.01
9306,twoways,1,0.01
9307,cannel,1,0.01
9308,grillshelf,1,0.01
9309,stuffedplatapus,1,0.01
9310,bottleoflotion,1,0.01
9311,peero,1,0.01
9312,fileorganiser,1,0.01
9313,emergencylamb,1,0.01
9314,reminders,1,0.01
9315,kerchief,1,0.01
9316,carboardsheet,1,0.01
9317,postits,1,0.01
9318,nalgenewaterbottle,1,0.01
9319,eletricpercolator,1,0.01
9320,-?mechanicalinstrument,1,0.01
9321,cupandspoon,1,0.01
9322,shirt?,1,0.01
9323,powerstips/cords,1,0.01
9324,trashcan?,1,0.01
9325,vallet,1,0.01
9326,paperdocument,1,0.01
9327,householdmaerial,1,0.01
9328,cubboardborder,1,0.01
9329,woodcubboard,1,0.01
9330,skippingroll,1,0.01
9331,grillbox,1,0.01
9332,woodcubboardwithdrawer,1,0.01
9333,steelstand,1,0.01
9334,shirts,1,0.01
9335,goods,1,0.01
9336,pantcloths,1,0.01
9337,stand',1,0.01
9338,windowseel,1,0.01
9339,wireshelfing,1,0.01
9340,stuffedbear,1,0.01
9341,shippingtube,1,0.01
9342,shoose,1,0.01
9343,shoorack,1,0.01
9344,nightsatnd,1,0.01
9345,darkshadowunderbed,1,0.01
9346,boxwithcover,1,0.01
9347,doorwithself,1,0.01
9348,winsow,1,0.01
9349,picturewall,1,0.01
9350,chepals,1,0.01
9351,pear,1,0.01
9352,"coffeecup,misc.",1,0.01
9353,plug/phonejack,1,0.01
9354,bowl?,1,0.01
9355,utensilbin,1,0.01
9356,lunchroomfloor,1,0.01
9357,kitchencounterwithdrawers,1,0.01
9358,cockingmaterial,1,0.01
9359,connectionbox,1,0.01
9360,dinningchair,1,0.01
9361,mantel,1,0.01
9362,lounger,1,0.01
9363,diningtableandchairs,1,0.01
9364,fireplacemantle,1,0.01
9365,tablelmap,1,0.01
9366,plantinplanter,1,0.01
9367,fevicol,1,0.01
9368,tabletbottle,1,0.01
9369,beed,1,0.01
9370,bottl,1,0.01
9371,kobed,1,0.01
9372,ironbowlwithcap,1,0.01
9373,woodendrawers,1,0.01
9374,bottomoftheshelf,1,0.01
9375,spanch,1,0.01
9376,fridgeknob,1,0.01
9377,overn,1,0.01
9378,backsplashtocountertop,1,0.01
9379,envelopesornapkins,1,0.01
9380,bathtowel,1,0.01
9381,woodshelvingunit,1,0.01
9382,bandage,1,0.01
9383,heaterimage,1,0.01
9384,wallframeimage,1,0.01
9385,wdendivider,1,0.01
9386,cementplanter,1,0.01
9387,plantinflowerpot,1,0.01
9388,classwall,1,0.01
9389,electricalcord(fridge),1,0.01
9390,uspsbox,1,0.01
9391,redjacket,1,0.01
9392,yellowsweatshirt,1,0.01
9393,discrack,1,0.01
9394,black&grayjacket,1,0.01
9395,bluecontainer,1,0.01
9396,clothesbox,1,0.01
9397,gum,1,0.01
9398,ciggs,1,0.01
9399,pills,1,0.01
9400,somemakeupgoods,1,0.01
9401,boxandbottle,1,0.01
9402,overnightbag,1,0.01
9403,loofah,1,0.01
9404,plasticrollingdrawers,1,0.01
9405,fishwallart,1,0.01
9406,smallplasticbasket,1,0.01
9407,hellokittydoll,1,0.01
9408,kid'sartwork,1,0.01
9409,plastictubwithtoiletriesinside,1,0.01
9410,wetoneswipes,1,0.01
9411,proteinpowder,1,0.01
9412,contactlenssolution,1,0.01
9413,24packofwaterbottles,1,0.01
9414,tennisballs,1,0.01
9415,qtips,1,0.01
9416,sportbottle,1,0.01
9417,showerpuff,1,0.01
9418,feminehyginepad,1,0.01
9419,towelwithnapkin,1,0.01
9420,bagofsnacks,1,0.01
9421,poptartbox,1,0.01
9422,pdapers,1,0.01
9423,someelectricalgood,1,0.01
9424,razer,1,0.01
9425,nintendo,1,0.01
9426,filledcovers,1,0.01
9427,shoos,1,0.01
9428,wallposters,1,0.01
9429,redcolourtowel,1,0.01
9430,wallscenery,1,0.01
9431,keystand,1,0.01
9432,mixci,1,0.01
9433,electricalcode,1,0.01
9434,anger,1,0.01
9435,bicyclehandel,1,0.01
9436,foodpack,1,0.01
9437,bicycletire,1,0.01
9438,bicycleseat,1,0.01
9439,rose,1,0.01
9440,decorationstrip,1,0.01
9441,paperoncorkboard,1,0.01
9442,toiletrybasket,1,0.01
9443,papersondesk,1,0.01
9444,badgenecklace,1,0.01
9445,computercooler,1,0.01
9446,monitoe,1,0.01
9447,bird,1,0.01
9448,flowervash,1,0.01
9449,rubberbox,1,0.01
9450,ceilingvent,1,0.01
9451,woodenceiling,1,0.01
9452,tubewithtap,1,0.01
9453,mainbox,1,0.01
9454,mechanicalandelectricaldevice,1,0.01
9455,ccupboard,1,0.01
9456,woodensteps,1,0.01
9457,clotth,1,0.01
9458,bullitinboard,1,0.01
9459,enterence,1,0.01
9460,stablizer,1,0.01
9461,lightning,1,0.01
9462,bleachers,1,0.01
9463,firedrillsign,1,0.01
9464,mechanicalmachine,1,0.01
9465,carpets,1,0.01
9466,pail,1,0.01
9467,curtaindividingwall,1,0.01
9468,cleaningcart,1,0.01
9469,storagetote,1,0.01
9470,cooler.,1,0.01
9471,redsheet,1,0.01
9472,wallcovering,1,0.01
9473,petrolcan,1,0.01
9474,entranceframe,1,0.01
9475,boxingbag,1,0.01
9476,boxingkitbag,1,0.01
9477,boxinghitbag,1,0.01
9478,golfbag,1,0.01
9479,sofabottomside,1,0.01
9480,shelfslab,1,0.01
9481,sofahead,1,0.01
9482,sofabackside,1,0.01
9483,partitioncolor,1,0.01
9484,cargobox,1,0.01
9485,drywall,1,0.01
9486,garbagedumpster,1,0.01
9487,trollytable,1,0.01
9488,beach,1,0.01
9489,vaccumecleaner,1,0.01
9490,havypipe,1,0.01
9491,pinboardstand,1,0.01
9492,cricketpad,1,0.01
9493,wastbucket,1,0.01
9494,mehnine,1,0.01
9495,lumber,1,0.01
9496,forklift,1,0.01
9497,storagerack,1,0.01
9498,shortageundertable,1,0.01
9499,officeroom,1,0.01
9500,fibercontainer,1,0.01
9501,roolertable,1,0.01
9502,rollertable,1,0.01
9503,blackpaperroll,1,0.01
9504,glasssheet,1,0.01
9505,cementblocks,1,0.01
9506,packingcrate,1,0.01
9507,dryerasebord,1,0.01
9508,access,1,0.01
9509,doorview,1,0.01
9510,wording,1,0.01
9511,fireextenquisher,1,0.01
9512,cardboarddoor,1,0.01
9513,bigpaper,1,0.01
9514,washingunit,1,0.01
9515,whitepanel,1,0.01
9516,toweldispeser,1,0.01
9517,cleanercan,1,0.01
9518,ductwork,1,0.01
9519,utilityknife,1,0.01
9520,worklight/florescents,1,0.01
9521,am/fmradio,1,0.01
9522,radio/tapedeck,1,0.01
9523,worklight/florescent,1,0.01
9524,dustmask,1,0.01
9525,lockingwheelondesk,1,0.01
9526,protractor,1,0.01
9527,papercover,1,0.01
9528,scren,1,0.01
9529,stul,1,0.01
9530,liquidbottle,1,0.01
9531,opensuitcase,1,0.01
9532,mechanicalinstrument,1,0.01
9533,pccabinet,1,0.01
9534,wooddoors,1,0.01
9535,bundleofbook,1,0.01
9536,stairknob,1,0.01
9537,stooltop,1,0.01
9538,roofbeam,1,0.01
9539,bigtable,1,0.01
9540,wooden,1,0.01
9541,wallcoveredwithcloth,1,0.01
9542,smokesensor,1,0.01
9543,wirelessrouter,1,0.01
9544,circulartable,1,0.01
9545,dryerasewhiteboard,1,0.01
9546,oldmicrowave,1,0.01
9547,basebioards,1,0.01
9548,pure,1,0.01
9549,fridgemessage,1,0.01
9550,emptypizzaboxes,1,0.01
9551,kitchencounter/drawers,1,0.01
9552,fridgemagnets,1,0.01
9553,cup/utensils,1,0.01
9554,windowbar,1,0.01
9555,thumbtack,1,0.01
9556,shefbracket,1,0.01
9557,blackbord,1,0.01
9558,orangecord,1,0.01
9559,angle,1,0.01
9560,key-bord,1,0.01
9561,poweradapter,1,0.01
9562,shelvingbracket,1,0.01
9563,bottomofshelf,1,0.01
9564,shelvingdivisionpanel,1,0.01
9565,printingpaper,1,0.01
9566,booksandotherstuffs,1,0.01
9567,woodenrag,1,0.01
9568,roofcieling,1,0.01
9569,medicineboxes,1,0.01
9570,workcabinet,1,0.01
9571,testtubespinner,1,0.01
9572,cylinders,1,0.01
9573,labfloor,1,0.01
9574,rollingdrawerstorage,1,0.01
9575,rxbottles,1,0.01
9576,computersystem,1,0.01
9577,rollingstorage,1,0.01
9578,labsuppplies,1,0.01
9579,counterandcabinetspace,1,0.01
9580,prescriptionbottles,1,0.01
9581,labequipment/supplies,1,0.01
9582,industrialwashingmachine,1,0.01
9583,stackedpaperworkshelf,1,0.01
9584,refrigertor,1,0.01
9585,footpedal,1,0.01
9586,ventcover,1,0.01
9587,labmachines,1,0.01
9588,weighingmachhine,1,0.01
9589,biohazardmachine,1,0.01
9590,rackdoor,1,0.01
9591,manufacturerssign,1,0.01
9592,warninglabel,1,0.01
9593,hoodsafetyinspectionlable,1,0.01
9594,airflowmonitor,1,0.01
9595,machinebox,1,0.01
9596,tableunderarea,1,0.01
9597,laminarflowhood,1,0.01
9598,labsupplyboxes,1,0.01
9599,fluorescentoverhead,1,0.01
9600,glasscontainers,1,0.01
9601,plasticbins,1,0.01
9602,biohazardstorage,1,0.01
9603,plasticcontainers,1,0.01
9604,emptysupplyboxes,1,0.01
9605,plasticbottles,1,0.01
9606,largeplasticcontainer,1,0.01
9607,glasssupplies,1,0.01
9608,labcounterandunderneathcabinets,1,0.01
9609,testtubes,1,0.01
9610,electricaloutletstrip,1,0.01
9611,rolls,1,0.01
9612,boxofsupplies,1,0.01
9613,boxesofsupplies,1,0.01
9614,laboratorysupplies,1,0.01
9615,labstoragecabinets,1,0.01
9616,supplybox,1,0.01
9617,labcabinets,1,0.01
9618,dnamachine,1,0.01
9619,supplyshelf,1,0.01
9620,gascontainer,1,0.01
9621,labsupply,1,0.01
9622,televivion,1,0.01
9623,mointer,1,0.01
9624,pipeslines,1,0.01
9625,liquidbox,1,0.01
9626,bowlwithcap,1,0.01
9627,redpaper,1,0.01
9628,lids,1,0.01
9629,lasermachine,1,0.01
9630,metalbucket,1,0.01
9631,lockholder,1,0.01
9632,wooddrawer,1,0.01
9633,casing,1,0.01
9634,standwithshelf,1,0.01
9635,pctable,1,0.01
9636,cou,1,0.01
9637,remainderboard,1,0.01
9638,petridish,1,0.01
9639,portablestepstool,1,0.01
9640,desktopstand,1,0.01
9641,"desktopstand,",1,0.01
9642,bottleupsidedown,1,0.01
9643,disposal,1,0.01
9644,tubefortank,1,0.01
9645,doorhanndle,1,0.01
9646,labitem,1,0.01
9647,rollingpaper,1,0.01
9648,smallitems,1,0.01
9649,powercardpanel,1,0.01
9650,wasterecepticle,1,0.01
9651,idontknow,1,0.01
9652,incubator,1,0.01
9653,testtuberack,1,0.01
9654,pipettipbox,1,0.01
9655,vortex,1,0.01
9656,laboratorybench,1,0.01
9657,self'sdroyer,1,0.01
9658,wallself,1,0.01
9659,fredze,1,0.01
9660,fridzecable,1,0.01
9661,cardandpaperbox,1,0.01
9662,knifes,1,0.01
9663,curtain/divider,1,0.01
9664,carpeting,1,0.01
9665,openingintable,1,0.01
9666,dor,1,0.01
9667,3-tiershelf,1,0.01
9668,yellowpaper,1,0.01
9669,splitdoor,1,0.01
9670,viewinsideroom,1,0.01
9671,roominusesign,1,0.01
9672,dryeraseboardutilityholder,1,0.01
9673,lightspotedarea,1,0.01
9674,oatmeal,1,0.01
9675,georgeforemangrill,1,0.01
9676,garbegbin,1,0.01
9677,filing,1,0.01
9678,blackjacket,1,0.01
9679,navybag,1,0.01
9680,navychair,1,0.01
9681,grayjacket,1,0.01
9682,snackbag,1,0.01
9683,desklight,1,0.01
9684,plasmalamp,1,0.01
9685,redbull,1,0.01
9686,underthedesk,1,0.01
9687,spritecan,1,0.01
9688,caseofredbull,1,0.01
9689,wastepapersheet,1,0.01
9690,taable,1,0.01
9691,redbullcan,1,0.01
9692,whiskeybottle,1,0.01
9693,cans,1,0.01
9694,lei,1,0.01
9695,computermouse.,1,0.01
9696,dustpucket,1,0.01
9697,dustpocket,1,0.01
9698,fridg,1,0.01
9699,electroniceuipment,1,0.01
9700,blackness,1,0.01
9701,aislefloor,1,0.01
9702,rowoffoldupstadiumseats,1,0.01
9703,balkani,1,0.01
9704,cabel,1,0.01
9705,lcdtelevision,1,0.01
9706,ethernetport,1,0.01
9707,player,1,0.01
9708,computersmonitor,1,0.01
9709,redcomputerchair,1,0.01
9710,aircontitioner,1,0.01
9711,noteholder,1,0.01
9712,overheadlights,1,0.01
9713,turntable,1,0.01
9714,monsterenergydrink,1,0.01
9715,report,1,0.01
9716,partion,1,0.01
9717,piperod,1,0.01
9718,powercard,1,0.01
9719,noticboard,1,0.01
9720,framedtapestry,1,0.01
9721,wallmountdisplaycase,1,0.01
9722,buildingdirectory,1,0.01
9723,waitingroomchairs,1,0.01
9724,pepsimachine,1,0.01
9725,candymachine,1,0.01
9726,detergentbottle,1,0.01
9727,mircowave,1,0.01
9728,taqble,1,0.01
9729,microwoven,1,0.01
9730,kitten,1,0.01
9731,woodenspoon,1,0.01
9732,oldthings,1,0.01
9733,doorframes,1,0.01
9734,laundrybaket,1,0.01
9735,hairblowdryer,1,0.01
9736,commode,1,0.01
9737,cotbed,1,0.01
9738,newpaper,1,0.01
9739,t.v.remote,1,0.01
9740,sofacumbed,1,0.01
9741,travelingbag,1,0.01
9742,poweroutlets,1,0.01
9743,sideofbed,1,0.01
9744,policeshoe,1,0.01
9745,chapplestand,1,0.01
9746,polythenecovers,1,0.01
9747,wallhangers,1,0.01
9748,bowlwithspoon,1,0.01
9749,bookcse,1,0.01
9750,feltbox,1,0.01
9751,musicplayer,1,0.01
9752,washingmachin,1,0.01
9753,showpice,1,0.01
9754,toll,1,0.01
9755,doorframewall,1,0.01
9756,toliettissue,1,0.01
9757,rubberduck,1,0.01
9758,tubskidproofmat,1,0.01
9759,cosmeticbox,1,0.01
9760,spongemop,1,0.01
9761,toilettissueholder,1,0.01
9762,wireconduet,1,0.01
9763,mailboxcenter,1,0.01
9764,firepanel,1,0.01
9765,smallwall,1,0.01
9766,smallpipeline,1,0.01
9767,waterpack,1,0.01
9768,perfumebottle,1,0.01
9769,foampad,1,0.01
9770,paperboxes,1,0.01
9771,crackerbox,1,0.01
9772,coachpurse,1,0.01
9773,kitchencabinetdrawers,1,0.01
9774,dishdryingrack,1,0.01
9775,pot/pan,1,0.01
9776,cuttingbord,1,0.01
9777,a4paper,1,0.01
9778,ledmonitortv,1,0.01
9779,bathcloth,1,0.01
9780,handcleanerbottle,1,0.01
9781,laundrydetergent,1,0.01
9782,bigbasket,1,0.01
9783,babyshirt,1,0.01
9784,roomheater,1,0.01
9785,pamperscardonpaper,1,0.01
9786,toyball,1,0.01
9787,toyspoon,1,0.01
9788,peephole,1,0.01
9789,toilertissueholder,1,0.01
9790,barcabinet,1,0.01
9791,pockets,1,0.01
9792,feedingbottle,1,0.01
9793,diaper,1,0.01
9794,termostat,1,0.01
9795,agarbathiesstand,1,0.01
9796,pieceoflaundry,1,0.01
9797,dryersheets,1,0.01
9798,paymachine,1,0.01
9799,hangingrod,1,0.01
9800,plasticpaperrack,1,0.01
9801,noticepapers,1,0.01
9802,alaram,1,0.01
9803,rookdoor,1,0.01
9804,bedspratw,1,0.01
9805,plushtoybox,1,0.01
9806,toygrocerycart,1,0.01
9807,bouncer,1,0.01
9808,rideontoy,1,0.01
9809,wagon,1,0.01
9810,playrug,1,0.01
9811,junglegymplayset,1,0.01
9812,ridecar,1,0.01
9813,plushtoyarch,1,0.01
9814,doorwithglass,1,0.01
9815,partiotion,1,0.01
9816,toyfiretruck,1,0.01
9817,toywall,1,0.01
9818,toycarriage,1,0.01
9819,toyfireengine,1,0.01
9820,toyscooter,1,0.01
9821,climbingtoy,1,0.01
9822,homeentrance,1,0.01
9823,kidstoyhome,1,0.01
9824,diaperbag,1,0.01
9825,couple,1,0.01
9826,underware,1,0.01
9827,wastepocker,1,0.01
9828,steelself,1,0.01
9829,weightmachine,1,0.01
9830,toilewt,1,0.01
9831,washfasion,1,0.01
9832,ag,1,0.01
9833,floor',1,0.01
9834,deepfryer,1,0.01
9835,freezerdoor,1,0.01
9836,plasticpicture,1,0.01
9837,soapdipenser,1,0.01
9838,woodenbowl,1,0.01
9839,floorfan,1,0.01
9840,flowee4rs,1,0.01
9841,dirtyclothes,1,0.01
9842,bottleofalcohol,1,0.01
9843,nutcracker,1,0.01
9844,booksinbookcase,1,0.01
9845,paperrollwithbooks,1,0.01
9846,bookls,1,0.01
9847,roundwoodenplate,1,0.01
9848,paperwithboxes,1,0.01
9849,cupboardhead,1,0.01
9850,tincan,1,0.01
9851,asparagus,1,0.01
9852,milkjug,1,0.01
9853,insulatedbag,1,0.01
9854,plasticjug,1,0.01
9855,potatoe,1,0.01
9856,peanutbutterjar,1,0.01
9857,handdrawnpaper,1,0.01
9858,cowmagnet,1,0.01
9859,wafflegriddle,1,0.01
9860,metalpots,1,0.01
9861,cleandish,1,0.01
9862,glassbowlandbottles,1,0.01
9863,dishrag,1,0.01
9864,cuttingutensil,1,0.01
9865,dressstand,1,0.01
9866,littledoghouse,1,0.01
9867,screendecor,1,0.01
9868,cookingutensil,1,0.01
9869,cleaningsolution,1,0.01
9870,whitwplate,1,0.01
9871,whttowel,1,0.01
9872,alcoholbottle,1,0.01
9873,glasssaltgrinder,1,0.01
9874,blueplasticstoragecontainer,1,0.01
9875,glasscontainerw/lid,1,0.01
9876,broilingpan,1,0.01
9877,medbottle,1,0.01
9878,alumroastingpan,1,0.01
9879,cornerofrefrigerator,1,0.01
9880,expressomachine,1,0.01
9881,takeoutbagchinese,1,0.01
9882,lgbowl,1,0.01
9883,1.75ltrbottlealcohol,1,0.01
9884,watercaraffe,1,0.01
9885,emptyplasticcontainer,1,0.01
9886,smalllid,1,0.01
9887,emptyglasscontainerw/lid,1,0.01
9888,bluecookingdish,1,0.01
9889,cabinetfronts,1,0.01
9890,waterdipenser,1,0.01
9891,whtcontainer,1,0.01
9892,bunchofbananas,1,0.01
9893,stovefront,1,0.01
9894,whtservingtray,1,0.01
9895,spoonbox,1,0.01
9896,powerplugbox,1,0.01
9897,breadmakingmachine,1,0.01
9898,kitchenroof,1,0.01
9899,casserole,1,0.01
9900,foldedcloth,1,0.01
9901,icetray,1,0.01
9902,casroll,1,0.01
9903,carpetrole,1,0.01
9904,lotiondispenser,1,0.01
9905,medicinecabinetmirror,1,0.01
9906,hairgeldispenser,1,0.01
9907,mirrorreflectionoftowel,1,0.01
9908,perforator,1,0.01
9909,windowfan,1,0.01
9910,refrigerator.,1,0.01
9911,artsupplies,1,0.01
9912,boxoftoys,1,0.01
9913,playkitchen',1,0.01
9914,shoeorganizer,1,0.01
9915,utilityshelvingunit,1,0.01
9916,thesideofthedoor,1,0.01
9917,metalshelves,1,0.01
9918,floormats,1,0.01
9919,footshelf,1,0.01
9920,plush,1,0.01
9921,computerwithkeyboard,1,0.01
9922,?????,1,0.01
9923,organizerack,1,0.01
9924,scrapbook,1,0.01
9925,comicbook,1,0.01
9926,guitarbody,1,0.01
9927,guitarneck,1,0.01
9928,guitarstand,1,0.01
9929,deask,1,0.01
9930,cupoard,1,0.01
9931,hangerrod,1,0.01
9932,sheath,1,0.01
9933,unknownclothesboxes,1,0.01
9934,bedwithblanket,1,0.01
9935,shelf',1,0.01
9936,bookcasr,1,0.01
9937,basine,1,0.01
9938,brushstandwithbrush,1,0.01
9939,smallboxes,1,0.01
9940,soapandsoapbox,1,0.01
9941,smallpockets,1,0.01
9942,watering,1,0.01
9943,pairofbrownshoes,1,0.01
9944,largehouseplant,1,0.01
9945,blackshoe,1,0.01
9946,smallhouseplant,1,0.01
9947,swiffermop,1,0.01
9948,pairofboots,1,0.01
9949,paperrole,1,0.01
9950,vegitable,1,0.01
9951,woodshhelf,1,0.01
9952,kitchenbar,1,0.01
9953,potwithlid,1,0.01
9954,scrubbingbrush,1,0.01
9955,woodpanelwall,1,0.01
9956,funnel,1,0.01
9957,tieingrope,1,0.01
9958,platesstand,1,0.01
9959,beframe,1,0.01
9960,unidentifiableblackspace,1,0.01
9961,pileofpaper,1,0.01
9962,eletorinicdevice,1,0.01
9963,dirtyclothespile,1,0.01
9964,pureit,1,0.01
9965,toycycle,1,0.01
9966,toybike,1,0.01
9967,waterpurfier,1,0.01
9968,toiletbasin,1,0.01
9969,drainagehole,1,0.01
9970,chapal,1,0.01
9971,toyanimal,1,0.01
9972,toytraincar,1,0.01
9973,plasticpumpkin,1,0.01
9974,playinghouse,1,0.01
9975,playingtoys,1,0.01
9976,colourfulmat,1,0.01
9977,darkplace],1,0.01
9978,playboard,1,0.01
9979,windowframepanel,1,0.01
9980,babyseat,1,0.01
9981,babypowder,1,0.01
9982,lightsource,1,0.01
9983,portacrib,1,0.01
9984,ceramicbot,1,0.01
9985,boppy,1,0.01
9986,somthings,1,0.01
9987,kidspotty,1,0.01
9988,bathroomorganizer,1,0.01
9989,showcasetable,1,0.01
9990,yard,1,0.01
9991,tabledecor,1,0.01
9992,airconditionaer,1,0.01
9993,dishliquid,1,0.01
9994,drainmat,1,0.01
9995,unknownpileofstuff,1,0.01
9996,roomreflection,1,0.01
9997,cameraman'sreflection,1,0.01
9998,emptyspaceundertable,1,0.01
9999,phonecordinlet,1,0.01
10000,callerid,1,0.01
10001,cornerofbed,1,0.01
10002,pocketbook,1,0.01
10003,polythenebag,1,0.01
10004,plugsocket,1,0.01
10005,kkey,1,0.01
10006,suatekas,1,0.01
10007,showerstall,1,0.01
10008,tractionstrip,1,0.01
10009,shavingcreame,1,0.01
10010,curtosynotice,1,0.01
10011,soapbar,1,0.01
10012,hair-product,1,0.01
10013,readingmaterial,1,0.01
10014,blueobject,1,0.01
10015,waterthermo,1,0.01
10016,deskjob,1,0.01
10017,coup,1,0.01
10018,officeshelf,1,0.01
10019,woodenpad,1,0.01
10020,storeroom,1,0.01
10021,stablingmachine,1,0.01
10022,miscbottle,1,0.01
10023,clutterpile,1,0.01
10024,middledrawer,1,0.01
10025,blurredbackgroundimages,1,0.01
10026,bottomdrawer,1,0.01
10027,bottleofhoney,1,0.01
10028,topdrawer,1,0.01
10029,windowandframe,1,0.01
10030,garbagedisposalswitch,1,0.01
10031,nook,1,0.01
10032,steelhandle,1,0.01
10033,bathdoor,1,0.01
10034,capord,1,0.01
10035,washbaison,1,0.01
10036,washbaison.,1,0.01
10037,papperbag,1,0.01
10038,mirer,1,0.01
10039,tablesurface,1,0.01
10040,slidingdesk,1,0.01
10041,cabinetopener,1,0.01
10042,largelightswitch,1,0.01
10043,dooropenkey,1,0.01
10044,joystick,1,0.01
10045,sode,1,0.01
10046,woodchairs,1,0.01
10047,magizine,1,0.01
10048,photostatemachine,1,0.01
10049,witchboard,1,0.01
10050,spiralmachine,1,0.01
10051,metalroof,1,0.01
10052,heatingelement,1,0.01
10053,treefoliage,1,0.01
10054,pingpongpaddles,1,0.01
10055,windowframing,1,0.01
10056,metalrail,1,0.01
10057,roofmetal,1,0.01
10058,motorwaylight,1,0.01
10059,floors,1,0.01
10060,woodensupport,1,0.01
10061,basemoulding,1,0.01
10062,lowsofa,1,0.01
10063,brakerbox,1,0.01
10064,wair,1,0.01
10065,woodpad,1,0.01
10066,sounddevice,1,0.01
10067,channel,1,0.01
10068,multimeter,1,0.01
10069,accordionfile,1,0.01
10070,gluebottle,1,0.01
10071,toolkit,1,0.01
10072,yellowbox,1,0.01
10073,bluebacket,1,0.01
10074,vehiclebattery,1,0.01
10075,miscobject,1,0.01
10076,misccables,1,0.01
10077,teabaye,1,0.01
10078,cars,1,0.01
10079,treess,1,0.01
10080,lectureroom,1,0.01
10081,longsofa,1,0.01
10082,woods,1,0.01
10083,connectionplug,1,0.01
10084,chaires,1,0.01
10085,windopan,1,0.01
10086,plantcontainer,1,0.01
10087,toweel,1,0.01
10088,coumputer,1,0.01
10089,cputower,1,0.01
10090,xeroxshop,1,0.01
10091,cat5cableorphonecable,1,0.01
10092,basetrim,1,0.01
10093,folderfile,1,0.01
10094,tug',1,0.01
10095,meattray,1,0.01
10096,orangecone,1,0.01
10097,"bathroomstall,divider",1,0.01
10098,toilettub,1,0.01
10099,trashhole,1,0.01
10100,wooddesign,1,0.01
10101,lever,1,0.01
10102,lcdmoniter,1,0.01
10103,halfofdoor,1,0.01
10104,awardcase,1,0.01
10105,draincatch,1,0.01
10106,rightkickstrip,1,0.01
10107,leftkickstip,1,0.01
10108,receyclebin,1,0.01
10109,source,1,0.01
10110,aman'shand,1,0.01
10111,flesh,1,0.01
10112,wirecovers,1,0.01
10113,safedoor,1,0.01
10114,acpoweroutlet,1,0.01
10115,safelock,1,0.01
10116,groun,1,0.01
10117,chairrester,1,0.01
10118,desl,1,0.01
10119,conferencehall,1,0.01
10120,overheadprojectorcart,1,0.01
10121,chairanddesk,1,0.01
10122,ll,1,0.01
10123,phone?,1,0.01
10124,swichbord,1,0.01
10125,chair&desk,1,0.01
10126,wheelonmetal,1,0.01
10127,wheelofrollingchair,1,0.01
10128,leftsidedesk,1,0.01
10129,brownbox,1,0.01
10130,rightsidedesk,1,0.01
10131,stackedchair,1,0.01
10132,computerhardwere,1,0.01
10133,deskitem,1,0.01
10134,computerhardware,1,0.01
10135,classroomstage,1,0.01
10136,professorcomputerdesk,1,0.01
10137,blacktails,1,0.01
10138,chiars,1,0.01
10139,wirebundle,1,0.01
10140,beanch,1,0.01
10141,outletinternet,1,0.01
10142,chairtable,1,0.01
10143,swihbord,1,0.01
10144,covebase,1,0.01
10145,floorthing,1,0.01
10146,yellowrug,1,0.01
10147,walred,1,0.01
10148,wallred,1,0.01
10149,wall-white,1,0.01
10150,networkcabinet,1,0.01
10151,projectorcart,1,0.01
10152,bottlelogo,1,0.01
10153,waterbottlesensor,1,0.01
10154,waterfountainactivationbutton,1,0.01
10155,fountainpiping,1,0.01
10156,wallbumpprotector,1,0.01
10157,trashreceptacle,1,0.01
10158,graycarpet,1,0.01
10159,wooddoortrim,1,0.01
10160,recyclingreceptacle,1,0.01
10161,maschine,1,0.01
10162,filecart,1,0.01
10163,utilityvechical,1,0.01
10164,bottomwall,1,0.01
10165,chalkholder,1,0.01
10166,chairsteam,1,0.01
10167,seal,1,0.01
10168,podiumdrawer,1,0.01
10169,neonlights,1,0.01
10170,bullentinboard,1,0.01
10171,linoleum,1,0.01
